DCID,Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,DebtConsolidationAmount,Tenor,CreditHistory,PropertyArea,FacilityStatus
DC001947,Male,Yes,3,Graduate,No,172100,178450,286875,18,1,Urban,Yes
DC001948,Male,Yes,1,Graduate,No,172200,178550,287750,36,1,Urban,Yes
DC001949,Female,Yes,0,Graduate,No,172300,178650,288625,36,1,Urban,Yes
DC001950,Male,No,0,Graduate,No,172400,178750,289500,36,1,Urban,Yes
DC001951,Male,Yes,0,Graduate,No,172500,178850,290375,36,1,Urban,Yes
DC001952,Male,Yes,0,Not Graduate,Yes,68610,39680,171100,36,0,Semiurban,No
DC001953,Male,Yes,0,Graduate,No,172600,178950,291250,36,1,Urban,Yes
DC001954,Male,Yes,1,Graduate,No,172700,179050,292125,36,1,Urban,Yes
DC001955,Male,Yes,2,Graduate,No,172800,179150,293000,36,1,Urban,Yes
DC001956,Male,Yes,0,Graduate,No,172900,179250,293875,18,1,Urban,Yes
DC001957,Male,Yes,0,Graduate,No,173000,179350,294750,12,1,Urban,Yes
DC001958,Male,Yes,0,Graduate,No,173100,179450,295625,36,1,Urban,Yes
DC001959,Female,Yes,0,Graduate,No,173200,179550,296500,36,1,Urban,Yes
DC001960,Male,No,0,Graduate,No,173300,179650,297375,48,1,Urban,Yes
DC001961,Male,Yes,1,Graduate,No,173400,179750,298250,36,1,Urban,Yes
DC001962,Male,Yes,0,Not Graduate,Yes,68410,39780,171200,36,0,Rural,No
DC001963,Female,Yes,0,Not Graduate,Yes,68390,39790,171300,18,0,Rural,No
DC001964,Male,Yes,1,Graduate,No,173500,179850,299125,36,1,Urban,Yes
DC001965,Male,Yes,2,Not Graduate,Yes,68350,39810,171400,36,0,Semiurban,No
DC001966,Male,Yes,0,Graduate,No,173600,179950,300000,36,1,Urban,Yes
DC001967,Male,Yes,0,Graduate,No,173700,180050,300875,36,1,Urban,Yes
DC001968,Male,Yes,1,Graduate,No,173800,180150,301750,36,1,Urban,Yes
DC001969,Male,Yes,0,Graduate,No,173900,180250,302625,36,1,Urban,Yes
DC001970,Male,No,0,Not Graduate,Yes,68250,39860,171500,48,0,Rural,No
DC001971,Female,Yes,0,Graduate,No,174000,180350,303500,36,1,Urban,Yes
DC001972,Male,No,0,Graduate,No,174100,180450,304375,36,1,Urban,Yes
DC001973,Male,Yes,0,Graduate,No,174200,180550,305250,18,1,Urban,Yes
DC001974,Male,Yes,0,Graduate,No,174300,180650,306125,36,1,Urban,Yes
DC001975,Male,Yes,0,Graduate,No,174400,180750,307000,36,1,Urban,Yes
DC001976,Male,Yes,0,Graduate,No,174500,180850,307875,36,1,Urban,Yes
DC001977,Male,Yes,0,Graduate,No,174600,180950,308750,30,1,Urban,Yes
DC001978,Male,Yes,0,Graduate,No,174700,181050,309625,36,1,Urban,Yes
DC001979,Male,Yes,3,Graduate,No,174800,181150,310500,18,1,Urban,Yes
DC001980,Male,No,1,Not Graduate,Yes,68050,39960,171600,36,0,Rural,No
DC001981,Male,No,0,Graduate,No,174900,181250,311375,36,1,Urban,Yes
DC001982,Male,Yes,1,Not Graduate,Yes,68010,39980,171700,36,0,Urban,No
DC001983,Male,No,2,Graduate,No,175000,181350,312250,36,1,Urban,Yes
DC001984,Male,No,0,Graduate,No,175100,181450,313125,36,1,Urban,Yes
DC001985,Female,Yes,2,Graduate,No,175200,181550,314000,36,1,Urban,Yes
DC001986,Male,No,1,Graduate,No,175300,181650,314875,36,1,Urban,Yes
DC001987,Male,No,2,Not Graduate,Yes,67910,40030,171800,12,0,Rural,No
DC001988,Female,Yes,2,Graduate,No,175400,181750,315750,36,1,Urban,Yes
DC001989,Male,No,0,Graduate,No,175500,181850,316625,36,1,Urban,Yes
DC001990,Male,Yes,0,Not Graduate,Yes,67850,40060,171900,36,0,Rural,No
DC001991,Male,No,0,Graduate,No,175600,181950,317500,36,1,Urban,Yes
DC001992,Female,Yes,2,Not Graduate,Yes,67810,40080,172000,18,0,Rural,No
DC001993,Female,Yes,0,Not Graduate,Yes,67790,40090,172100,36,0,Rural,No
DC001994,Female,Yes,0,Not Graduate,Yes,67770,40100,172200,36,0,Rural,No
DC001995,Male,No,2,Not Graduate,Yes,67750,40110,172300,36,0,Rural,No
DC001996,Female,No,0,Graduate,No,175700,182050,318375,36,1,Urban,Yes
DC001997,Male,No,3,Not Graduate,Yes,67710,40130,172400,36,0,Rural,No
DC001998,Male,No,0,Graduate,No,175800,182150,319250,36,1,Urban,Yes
DC001999,Female,No,1,Graduate,No,175900,182250,320125,36,1,Urban,Yes
DC002000,Male,No,0,Graduate,No,176000,182350,321000,36,1,Urban,Yes
DC002001,Male,Yes,0,Graduate,No,176100,182450,321875,36,1,Urban,Yes
DC002002,Male,Yes,3,Graduate,No,176200,182550,322750,36,1,Urban,Yes
DC002003,Female,Yes,2,Not Graduate,Yes,67590,40190,172500,36,0,Rural,No
DC002004,Female,Yes,0,Graduate,No,176300,182650,323625,36,1,Urban,Yes
DC002005,Female,Yes,1,Not Graduate,Yes,67550,40210,172600,36,0,Rural,No
DC002006,Male,Yes,1,Graduate,No,176400,182750,324500,36,1,Urban,Yes
DC002007,Male,Yes,3,Graduate,No,176500,182850,325375,36,1,Urban,Yes
DC002008,Male,Yes,0,Graduate,No,176600,182950,326250,36,1,Urban,Yes
DC002009,Male,Yes,2,Graduate,No,176700,183050,327125,36,1,Urban,Yes
DC002010,Female,Yes,2,Graduate,No,176800,183150,328000,36,1,Urban,Yes
DC002011,Male,Yes,2,Graduate,No,176900,183250,328875,36,1,Urban,Yes
DC002012,Male,No,1,Graduate,No,177000,183350,329750,36,1,Urban,Yes
DC002013,Male,Yes,2,Graduate,No,177100,183450,330625,12,1,Urban,Yes
DC002014,Male,Yes,0,Graduate,No,177200,183550,331500,36,1,Urban,Yes
DC002015,Female,Yes,3,Graduate,No,177300,183650,332375,36,1,Urban,Yes
DC002016,Male,Yes,0,Not Graduate,Yes,67330,40320,172700,36,0,Rural,No
DC002017,Male,Yes,0,Graduate,No,177400,183750,333250,36,1,Urban,Yes
DC002018,Male,No,2,Graduate,No,177500,183850,334125,36,1,Urban,Yes
DC002019,Female,Yes,1,Graduate,No,177600,183950,335000,36,1,Urban,Yes
DC002020,Male,Yes,2,Graduate,No,177700,184050,335875,18,1,Urban,Yes
DC002021,Male,No,1,Not Graduate,Yes,67230,40370,172800,12,0,Rural,No
DC002022,Male,No,2,Graduate,No,177800,184150,336750,36,1,Urban,Yes
DC002023,Male,Yes,0,Graduate,No,177900,184250,337625,36,1,Urban,Yes
DC002024,Male,Yes,0,Graduate,No,178000,184350,338500,36,1,Urban,Yes
DC002025,Male,Yes,1,Graduate,No,178100,184450,339375,36,1,Urban,Yes
DC002026,Male,No,0,Graduate,No,178200,184550,340250,36,1,Urban,Yes
DC002027,Female,No,0,Graduate,No,178300,184650,341125,36,1,Urban,Yes
DC002028,Male,Yes,0,Graduate,No,178400,184750,342000,36,1,Urban,Yes
DC002029,Male,Yes,1,Graduate,No,178500,184850,342875,36,1,Urban,Yes
DC002030,Male,Yes,0,Not Graduate,Yes,67050,40460,172900,18,0,Rural,No
DC002031,Male,No,0,Graduate,No,178600,184950,343750,12,1,Urban,Yes
DC002032,Male,Yes,1,Graduate,No,178700,185050,344625,36,1,Urban,Yes
DC002033,Male,Yes,0,Not Graduate,Yes,66990,40490,173000,36,0,Rural,No
DC002034,Male,No,0,Graduate,No,178800,185150,345500,18,1,Urban,Yes
DC002035,Male,Yes,0,Graduate,No,178900,185250,346375,36,1,Urban,Yes
DC002036,Male,Yes,2,Not Graduate,Yes,66930,40520,173100,18,0,Rural,No
DC002037,Male,Yes,1,Graduate,No,179000,185350,347250,48,1,Urban,Yes
DC002038,Male,Yes,0,Graduate,No,179100,185450,348125,36,1,Urban,Yes
DC002039,Male,Yes,2,Not Graduate,Yes,66870,40550,173200,36,0,Rural,No
DC002040,Male,No,0,Graduate,No,179200,185550,349000,36,1,Urban,Yes
DC002041,Male,No,0,Not Graduate,Yes,66830,40570,173300,36,0,Rural,No
DC002042,Male,Yes,1,Not Graduate,Yes,66810,40580,173400,18,0,Rural,No
DC002043,Male,No,0,Graduate,No,179300,185650,349875,36,1,Urban,Yes
DC002044,Male,No,1,Graduate,No,179400,185750,350750,36,1,Urban,Yes
DC002045,Male,No,2,Not Graduate,Yes,66750,40610,173500,36,0,Rural,No
DC002046,Male,Yes,0,Graduate,No,179500,185850,351625,36,1,Urban,Yes
DC002047,Male,Yes,0,Graduate,No,179600,185950,352500,36,1,Urban,Yes
DC002048,Male,Yes,3,Not Graduate,Yes,66690,40640,173600,36,0,Rural,No
DC002049,Male,Yes,2,Graduate,No,179700,186050,353375,36,1,Urban,Yes
DC002050,Female,No,1,Graduate,No,179800,186150,354250,36,1,Urban,Yes
DC002051,Male,No,0,Graduate,No,179900,186250,355125,12,1,Urban,Yes
DC002052,Male,No,0,Graduate,No,180000,186350,356000,36,1,Urban,Yes
DC002053,Male,No,2,Graduate,No,180100,186450,356875,36,1,Urban,Yes
DC002054,Female,No,0,Graduate,No,180200,186550,356875,36,1,Urban,Yes
DC002055,Male,Yes,3,Graduate,No,180300,186650,356880,36,1,Urban,Yes
DC002056,Male,Yes,2,Graduate,No,180400,186750,356885,36,1,Urban,Yes
DC002057,Male,No,0,Graduate,No,180500,186850,356890,36,1,Urban,Yes
DC002058,Male,No,2,Graduate,No,180600,186950,356895,36,1,Urban,Yes
DC002059,Female,No,0,Graduate,No,180700,187050,356900,36,1,Urban,Yes
DC002060,Male,Yes,1,Graduate,No,180800,187150,356905,36,1,Urban,Yes
DC002061,Male,No,1,Graduate,No,180900,187250,356910,36,1,Urban,Yes
DC002062,Male,Yes,0,Graduate,No,181000,187350,356915,36,1,Urban,Yes
DC002063,Male,Yes,0,Graduate,No,181100,187450,356920,12,1,Urban,Yes
DC002064,Male,Yes,3,Graduate,No,181200,187550,356925,36,1,Urban,Yes
DC002065,Female,Yes,2,Graduate,No,181300,187650,356930,36,1,Urban,Yes
DC002066,Male,Yes,1,Graduate,No,181400,187750,356935,36,1,Urban,Yes
DC002067,Male,Yes,0,Graduate,No,181500,187850,356940,36,1,Urban,Yes
DC002068,Male,Yes,0,Not Graduate,Yes,66290,40840,173700,36,0,Rural,No
DC002069,Male,No,0,Not Graduate,Yes,66270,40850,173800,36,0,Rural,No
DC002070,Male,Yes,2,Graduate,No,181600,187950,356945,36,1,Urban,Yes
DC002071,Male,Yes,0,Graduate,No,181700,188050,356950,18,1,Urban,Yes
DC002072,Male,No,3,Graduate,No,181800,188150,356955,36,1,Urban,Yes
DC002073,Male,Yes,1,Graduate,No,181900,188250,356960,36,1,Urban,Yes
DC002074,Male,No,0,Graduate,No,182000,188350,356965,36,1,Urban,Yes
DC002075,Male,No,1,Graduate,No,182100,188450,356970,30,1,Urban,Yes
DC002076,Male,Yes,1,Graduate,No,182200,188550,356975,36,1,Urban,Yes
DC002077,Male,No,0,Graduate,No,182300,188650,356980,36,1,Urban,Yes
DC002078,Female,No,0,Graduate,No,182400,188750,356985,36,1,Urban,Yes
DC002079,Male,Yes,0,Graduate,No,182500,188850,356990,36,1,Urban,Yes
DC002080,Female,Yes,0,Graduate,No,182600,188950,356995,36,1,Urban,Yes
DC002081,Male,Yes,0,Graduate,No,182700,189050,357000,36,1,Urban,Yes
DC002082,Male,No,0,Graduate,No,182800,189150,357005,48,1,Urban,Yes
DC002083,Male,Yes,2,Graduate,No,182900,189250,357010,36,1,Urban,Yes
DC002084,Male,Yes,1,Graduate,No,183000,189350,357015,36,1,Urban,Yes
DC002085,Female,Yes,1,Graduate,No,183100,189450,357020,36,1,Urban,Yes
DC002086,Female,Yes,0,Graduate,No,183200,189550,357025,36,1,Urban,Yes
DC002087,Male,No,0,Graduate,No,183300,189650,357030,48,1,Urban,Yes
DC002088,Male,Yes,1,Graduate,No,183400,189750,357035,36,1,Urban,Yes
DC002089,Male,Yes,0,Not Graduate,Yes,65870,41050,173900,36,0,Rural,No
DC002090,Male,Yes,3,Not Graduate,Yes,65850,41060,174000,36,0,Rural,No
DC002091,Male,No,0,Graduate,No,183500,189850,357040,36,1,Urban,Yes
DC002092,Male,Yes,0,Graduate,No,183600,189950,357045,36,1,Urban,Yes
DC002093,Female,No,2,Graduate,No,183700,190050,357050,36,1,Urban,Yes
DC002094,Male,No,1,Not Graduate,Yes,65770,41100,174100,36,0,Rural,No
DC002095,Male,No,0,Graduate,No,183800,190150,357055,36,1,Urban,Yes
DC002096,Male,No,0,Graduate,No,183900,190250,357060,36,1,Urban,Yes
DC002097,Male,No,2,Graduate,No,184000,190350,357065,36,1,Urban,Yes
DC002098,Male,Yes,0,Not Graduate,Yes,65690,41140,174200,36,0,Rural,No
DC002099,Male,No,0,Graduate,No,184100,190450,357070,36,1,Urban,Yes
DC002100,Male,No,3,Not Graduate,Yes,65650,41160,174300,36,0,Rural,No
DC002101,Male,No,0,Graduate,No,184200,190550,357075,36,1,Urban,Yes
DC002102,Male,Yes,0,Graduate,No,184300,190650,357080,12,1,Urban,Yes
DC002103,Male,Yes,1,Not Graduate,Yes,65590,41190,174400,18,0,Rural,No
DC002104,Male,Yes,0,Graduate,No,184400,190750,357085,36,1,Urban,Yes
DC002105,Male,Yes,2,Graduate,No,184500,190850,357090,36,1,Urban,Yes
DC002106,Male,No,2,Graduate,No,184600,190950,357095,36,1,Urban,Yes
DC002107,Male,Yes,3,Graduate,No,184700,191050,357100,36,1,Urban,Yes
DC002108,Male,Yes,2,Graduate,No,184800,191150,357105,36,1,Urban,Yes
DC002109,Male,Yes,0,Graduate,No,184900,191250,357110,36,1,Urban,Yes
DC002110,Male,Yes,1,Not Graduate,Yes,65450,41260,174500,36,0,Rural,No
DC002111,Male,No,0,Graduate,No,185000,191350,357115,36,1,Urban,Yes
DC002112,Male,Yes,2,Graduate,No,185100,191450,357120,36,1,Urban,Yes
DC002113,Female,Yes,0,Graduate,No,185200,191550,357125,36,1,Urban,Yes
DC002114,Male,No,0,Graduate,No,185300,191650,357130,36,1,Urban,Yes
DC002115,Male,Yes,1,Graduate,No,185400,191750,357135,36,1,Urban,Yes
DC002116,Male,Yes,1,Graduate,No,185500,191850,357140,36,1,Urban,Yes
DC002117,Male,No,1,Graduate,No,185600,191950,357145,36,1,Urban,Yes
DC002118,Male,No,0,Graduate,No,185700,192050,357150,36,1,Urban,Yes
DC002119,Male,No,0,Graduate,No,185800,192150,357155,36,1,Urban,Yes
DC002120,Male,No,2,Graduate,No,185900,192250,357160,36,1,Urban,Yes
DC002121,Male,Yes,0,Graduate,No,186000,192350,357165,18,1,Urban,Yes
DC002122,Male,Yes,2,Graduate,No,186100,192450,357170,12,1,Urban,Yes
DC002123,Male,Yes,0,Graduate,No,186200,192550,357175,36,1,Urban,Yes
DC002124,Female,Yes,0,Graduate,No,186300,192650,357180,36,1,Urban,Yes
DC002125,Male,No,0,Not Graduate,Yes,65150,41410,174600,36,0,Rural,No
DC002126,Male,No,2,Graduate,No,186400,192750,357185,36,1,Urban,Yes
DC002127,Male,Yes,2,Not Graduate,Yes,65110,41430,174700,36,0,Rural,No
DC002128,Male,No,0,Graduate,No,186500,192850,357190,36,1,Urban,Yes
DC002129,Male,Yes,2,Not Graduate,Yes,65070,41450,174800,36,0,Rural,No
DC002130,Male,Yes,3,Not Graduate,Yes,65050,41460,174900,36,0,Rural,No
DC002131,Male,Yes,0,Graduate,No,186600,192950,357195,36,1,Urban,Yes
DC002132,Female,Yes,3,Graduate,No,186700,193050,357200,36,1,Semiurban,Yes
DC002133,Male,Yes,0,Not Graduate,Yes,64990,41490,175000,36,0,Rural,No
DC002134,Male,Yes,1,Not Graduate,Yes,64970,41500,175100,36,0,Rural,No
DC002135,Male,Yes,0,Graduate,No,186800,193150,357205,36,1,Semiurban,Yes
DC002136,Male,Yes,1,Graduate,No,186900,193250,357210,36,1,Semiurban,Yes
DC002137,Male,Yes,2,Graduate,No,187000,193350,357215,36,1,Semiurban,Yes
DC002138,Male,No,0,Graduate,No,187100,193450,357220,36,1,Semiurban,Yes
DC002139,Male,Yes,0,Graduate,No,187200,193550,357225,36,1,Semiurban,Yes
DC002140,Female,Yes,3,Graduate,No,187300,193650,357230,36,1,Semiurban,Yes
DC002141,Male,Yes,1,Graduate,No,187400,193750,357235,36,1,Semiurban,Yes
DC002142,Male,No,2,Graduate,No,187500,193850,357240,18,1,Semiurban,Yes
DC002143,Female,Yes,0,Graduate,No,187600,193950,357245,36,1,Semiurban,Yes
DC002144,Female,Yes,2,Graduate,No,187700,194050,357250,36,1,Semiurban,Yes
DC002145,Female,Yes,2,Not Graduate,Yes,64750,41610,175200,48,0,Rural,No
DC002146,Female,Yes,3,Graduate,No,187800,194150,357255,36,1,Semiurban,Yes
DC002147,Female,No,2,Graduate,No,187900,194250,357260,36,1,Semiurban,Yes
DC002148,Male,Yes,0,Graduate,No,188000,194350,357265,36,1,Semiurban,Yes
DC002149,Female,Yes,1,Graduate,No,188100,194450,357270,36,1,Semiurban,Yes
DC002150,Male,Yes,0,Graduate,No,188200,194550,357275,30,1,Semiurban,Yes
DC002151,Male,No,2,Graduate,No,188300,194650,357280,36,1,Semiurban,Yes
DC002152,Male,No,0,Not Graduate,Yes,64610,41680,175300,36,0,Rural,No
DC002153,Male,No,0,Graduate,No,188400,194750,357285,48,1,Semiurban,Yes
DC002154,Male,No,1,Graduate,No,188500,194850,357290,24,1,Semiurban,Yes
DC002155,Male,Yes,1,Graduate,No,188600,194950,357295,36,1,Semiurban,Yes
DC002156,Male,Yes,1,Graduate,No,188700,195050,357300,36,1,Semiurban,Yes
DC002157,Male,No,0,Graduate,No,188800,195150,357305,36,1,Semiurban,Yes
DC002158,Male,Yes,0,Graduate,No,188900,195250,357310,36,1,Semiurban,Yes
DC002159,Female,Yes,2,Graduate,No,189000,195350,357315,30,1,Semiurban,Yes
DC002160,Male,No,0,Graduate,No,189100,195450,357320,18,1,Semiurban,Yes
DC002161,Male,No,2,Graduate,No,189200,195550,357325,36,1,Semiurban,Yes
DC002162,Male,Yes,0,Graduate,No,189300,195650,357330,18,1,Semiurban,Yes
DC002163,Male,Yes,0,Graduate,No,189400,195750,357335,36,1,Semiurban,Yes
DC002164,Female,Yes,0,Graduate,No,189500,195850,357340,36,1,Semiurban,Yes
DC002165,Male,No,2,Graduate,No,189600,195950,357345,48,1,Semiurban,Yes
DC002166,Male,Yes,2,Graduate,No,189700,196050,357350,36,1,Semiurban,Yes
DC002167,Male,Yes,0,Graduate,No,189800,196150,357355,36,1,Semiurban,Yes
DC002168,Male,No,2,Graduate,No,189900,196250,357360,36,1,Semiurban,Yes
DC002169,Male,No,3,Graduate,No,190000,196350,357365,36,1,Semiurban,Yes
DC002170,Male,No,0,Graduate,No,190100,196450,357370,36,1,Semiurban,Yes
DC002171,Male,Yes,3,Graduate,No,190200,196550,357375,36,1,Semiurban,Yes
DC002172,Male,No,0,Graduate,No,190300,196650,357380,18,1,Semiurban,Yes
DC002173,Male,No,1,Not Graduate,Yes,64190,41890,175400,36,0,Rural,No
DC002174,Male,Yes,0,Not Graduate,Yes,64170,41900,175500,36,0,Rural,No
DC002175,Female,Yes,1,Graduate,No,190400,196750,357385,36,1,Semiurban,Yes
DC002176,Male,Yes,2,Graduate,No,190500,196850,357390,36,1,Semiurban,Yes
DC002177,Female,No,0,Graduate,No,190600,196950,357395,36,1,Semiurban,Yes
DC002178,Male,Yes,0,Graduate,No,190700,197050,357400,36,1,Semiurban,Yes
DC002179,Male,Yes,3,Graduate,No,190800,197150,357405,36,1,Semiurban,Yes
DC002180,Male,Yes,1,Not Graduate,Yes,64050,41960,175600,18,0,Rural,No
DC002181,Male,Yes,2,Graduate,No,190900,197250,357410,36,1,Semiurban,Yes
DC002182,Male,Yes,0,Graduate,No,191000,197350,357415,36,1,Semiurban,Yes
DC002183,Male,No,3,Graduate,No,191100,197450,357420,36,1,Semiurban,Yes
DC002184,Male,Yes,0,Graduate,No,191200,197550,357425,36,1,Semiurban,Yes
DC002185,Male,No,3,Not Graduate,Yes,63950,42010,175700,36,0,Rural,No
DC002186,Male,No,0,Graduate,No,191300,197650,357430,36,1,Semiurban,Yes
DC002187,Male,Yes,3,Not Graduate,Yes,63910,42030,175800,18,0,Rural,No
DC002188,Male,No,1,Not Graduate,Yes,63890,42040,175900,30,0,Rural,No
DC002189,Male,No,0,Graduate,No,191400,197750,357435,36,1,Semiurban,Yes
DC002190,Male,No,1,Not Graduate,Yes,63850,42060,176000,36,0,Rural,No
DC002191,Female,No,0,Graduate,No,191500,197850,357440,36,1,Semiurban,Yes
DC002192,Male,No,0,Graduate,No,191600,197950,357445,36,1,Semiurban,Yes
DC002193,Male,Yes,0,Not Graduate,Yes,63790,42090,176100,36,0,Rural,No
DC002194,Male,No,2,Not Graduate,Yes,63770,42100,176200,36,0,Rural,No
DC002195,Male,Yes,3,Graduate,No,191700,198050,357450,30,1,Semiurban,Yes
DC002196,Male,Yes,0,Graduate,No,191800,198150,357455,36,1,Semiurban,Yes
DC002197,Male,No,1,Not Graduate,Yes,63710,42130,176300,36,0,Rural,No
DC002198,Male,Yes,0,Graduate,No,191900,198250,357460,36,1,Semiurban,Yes
DC002199,Male,Yes,0,Not Graduate,Yes,63670,42150,176400,36,0,Rural,No
DC002200,Male,Yes,0,Not Graduate,Yes,63650,42160,176500,36,0,Rural,No
DC002201,Male,Yes,0,Not Graduate,Yes,63630,42170,176600,36,0,Rural,No
DC002202,Male,No,2,Graduate,No,192000,198350,357465,36,1,Semiurban,Yes
DC002203,Male,No,1,Graduate,No,192100,198450,357470,36,1,Semiurban,Yes
DC002204,Male,Yes,0,Graduate,No,192200,198550,357475,36,1,Semiurban,Yes
DC002205,Female,Yes,0,Graduate,No,192300,198650,357480,36,1,Semiurban,Yes
DC002206,Male,Yes,0,Graduate,No,192400,198750,357485,36,1,Semiurban,Yes
DC002207,Female,Yes,0,Graduate,No,192500,198850,357490,36,1,Semiurban,Yes
DC002208,Male,No,1,Not Graduate,Yes,63490,42240,176700,24,0,Rural,No
DC002209,Male,Yes,0,Graduate,No,192600,198950,357495,36,1,Semiurban,Yes
DC002210,Female,Yes,2,Graduate,No,192700,199050,357500,24,1,Semiurban,Yes
DC002211,Male,Yes,0,Graduate,No,192800,199150,357505,36,1,Semiurban,Yes
DC002212,Male,Yes,0,Graduate,No,192900,199250,357510,36,1,Semiurban,Yes
DC002213,Female,No,0,Not Graduate,Yes,63390,42290,176800,36,0,Rural,No
DC002214,Male,Yes,0,Graduate,No,193000,199350,357515,36,1,Semiurban,Yes
DC002215,Female,Yes,0,Graduate,No,193100,199450,357520,36,1,Semiurban,Yes
DC002216,Female,No,0,Not Graduate,Yes,63330,42320,176900,18,0,Rural,No
DC002217,Male,No,0,Graduate,No,193200,199550,357525,36,1,Semiurban,Yes
DC002218,Male,No,0,Graduate,No,193300,199650,357530,36,1,Semiurban,Yes
DC002219,Female,No,2,Graduate,No,193400,199750,357535,36,1,Semiurban,Yes
DC002220,Male,Yes,2,Graduate,No,193500,199850,357540,36,1,Semiurban,Yes
DC002221,Male,No,1,Graduate,No,193600,199950,357545,36,1,Semiurban,Yes
DC002222,Male,No,0,Graduate,No,193700,200050,357550,36,1,Semiurban,Yes
DC002223,Male,Yes,3,Graduate,No,193800,200150,357555,36,1,Semiurban,Yes
DC002224,Male,No,1,Graduate,No,193900,200250,357560,24,1,Semiurban,Yes
DC002225,Male,Yes,1,Not Graduate,Yes,63150,42410,177000,36,0,Rural,No
DC002226,Male,No,0,Graduate,No,194000,200350,357565,36,1,Semiurban,Yes
DC002227,Male,Yes,1,Graduate,No,194100,200450,357570,36,1,Semiurban,Yes
DC002228,Male,No,0,Not Graduate,Yes,63090,42440,177100,24,0,Rural,No
DC002229,Female,No,1,Graduate,No,194200,200550,357575,36,1,Semiurban,Yes
DC002230,Male,Yes,0,Graduate,No,194300,200650,357580,30,1,Semiurban,Yes
DC002231,Male,Yes,1,Graduate,No,194400,200750,357585,36,1,Semiurban,Yes
DC002232,Male,Yes,0,Not Graduate,Yes,63010,42480,177200,36,0,Rural,No
DC002233,Male,Yes,0,Graduate,No,194500,200850,357590,36,1,Semiurban,Yes
DC002234,Male,Yes,0,Graduate,No,194600,200950,357595,36,1,Semiurban,Yes
DC002235,Male,No,0,Not Graduate,Yes,62950,42510,177300,36,0,Rural,No
DC002236,Male,Yes,0,Not Graduate,Yes,62930,42520,177400,36,0,Rural,No
DC002237,Male,Yes,2,Not Graduate,Yes,62910,42530,177500,30,0,Rural,No
DC002238,Female,Yes,0,Graduate,No,194700,201050,357600,36,1,Semiurban,Yes
DC002239,Female,Yes,0,Graduate,No,194800,201150,357605,18,1,Semiurban,Yes
DC002240,Male,No,0,Graduate,No,194900,201250,357610,36,1,Semiurban,Yes
DC002241,Female,Yes,2,Graduate,No,195000,201350,357615,36,1,Semiurban,Yes
DC002242,Male,Yes,1,Graduate,No,195100,201450,357620,36,1,Semiurban,Yes
DC002243,Male,Yes,2,Graduate,No,195200,201550,357625,36,1,Semiurban,Yes
DC002244,Male,No,0,Graduate,No,195300,201650,357630,36,1,Semiurban,Yes
DC002245,Male,Yes,1,Graduate,No,195400,201750,357635,36,1,Semiurban,Yes
DC002246,Male,Yes,1,Graduate,No,195500,201850,357640,18,1,Semiurban,Yes
DC002247,Male,Yes,0,Graduate,No,195600,201950,357645,36,1,Semiurban,Yes
DC002248,Male,No,3,Not Graduate,Yes,62690,42640,177600,36,0,Rural,No
DC002249,Male,No,2,Graduate,No,195700,202050,357650,36,1,Semiurban,Yes
DC002250,Male,No,0,Graduate,No,195800,202150,357655,36,1,Semiurban,Yes
DC002251,Male,Yes,3,Not Graduate,Yes,62630,42670,177700,18,0,Rural,No
DC002252,Male,Yes,1,Not Graduate,Yes,62610,42680,177800,36,0,Rural,No
DC002253,Male,Yes,0,Graduate,No,195900,202250,357660,36,1,Semiurban,Yes
DC002254,Male,Yes,0,Graduate,No,196000,202350,357665,36,1,Semiurban,Yes
DC002255,Male,Yes,0,Not Graduate,Yes,62550,42710,177900,18,0,Rural,No
DC002256,Male,Yes,0,Graduate,No,196100,202450,357670,36,1,Semiurban,Yes
